seq,batch,block,subject_position,subject,cell_position,profile,variant,attempt,attempt_id,matched_block_id
680,B,10,3,istio17860,3,R,bad,2,c1v1-measured-istio17860-b10-R-bad-a2,c1v1-istio17860-b10
681,B,10,3,istio17860,3,R,bad,3,c1v1-measured-istio17860-b10-R-bad-a3,c1v1-istio17860-b10
682,B,10,3,istio17860,4,L,ok,1,c1v1-measured-istio17860-b10-L-ok-a1,c1v1-istio17860-b10
683,B,10,3,istio17860,4,L,ok,2,c1v1-measured-istio17860-b10-L-ok-a2,c1v1-istio17860-b10
684,B,10,3,istio17860,4,L,ok,3,c1v1-measured-istio17860-b10-L-ok-a3,c1v1-istio17860-b10
685,B,10,4,etcd5509,1,L,bad,1,c1v1-measured-etcd5509-b10-L-bad-a1,c1v1-etcd5509-b10
686,B,10,4,etcd5509,1,L,bad,2,c1v1-measured-etcd5509-b10-L-bad-a2,c1v1-etcd5509-b10
687,B,10,4,etcd5509,1,L,bad,3,c1v1-measured-etcd5509-b10-L-bad-a3,c1v1-etcd5509-b10
688,B,10,4,etcd5509,2,R,bad,1,c1v1-measured-etcd5509-b10-R-bad-a1,c1v1-etcd5509-b10
689,B,10,4,etcd5509,2,R,bad,2,c1v1-measured-etcd5509-b10-R-bad-a2,c1v1-etcd5509-b10
690,B,10,4,etcd5509,2,R,bad,3,c1v1-measured-etcd5509-b10-R-bad-a3,c1v1-etcd5509-b10
691,B,10,4,etcd5509,3,L,ok,1,c1v1-measured-etcd5509-b10-L-ok-a1,c1v1-etcd5509-b10
692,B,10,4,etcd5509,3,L,ok,2,c1v1-measured-etcd5509-b10-L-ok-a2,c1v1-etcd5509-b10
693,B,10,4,etcd5509,3,L,ok,3,c1v1-measured-etcd5509-b10-L-ok-a3,c1v1-etcd5509-b10
694,B,10,4,etcd5509,4,R,ok,1,c1v1-measured-etcd5509-b10-R-ok-a1,c1v1-etcd5509-b10
695,B,10,4,etcd5509,4,R,ok,2,c1v1-measured-etcd5509-b10-R-ok-a2,c1v1-etcd5509-b10
696,B,10,4,etcd5509,4,R,ok,3,c1v1-measured-etcd5509-b10-R-ok-a3,c1v1-etcd5509-b10
697,B,10,5,k8s26980,1,L,ok,1,c1v1-measured-k8s26980-b10-L-ok-a1,c1v1-k8s26980-b10
698,B,10,5,k8s26980,1,L,ok,2,c1v1-measured-k8s26980-b10-L-ok-a2,c1v1-k8s26980-b10
699,B,10,5,k8s26980,1,L,ok,3,c1v1-measured-k8s26980-b10-L-ok-a3,c1v1-k8s26980-b10
700,B,10,5,k8s26980,2,R,bad,1,c1v1-measured-k8s26980-b10-R-bad-a1,c1v1-k8s26980-b10
701,B,10,5,k8s26980,2,R,bad,2,c1v1-measured-k8s26980-b10-R-bad-a2,c1v1-k8s26980-b10
702,B,10,5,k8s26980,2,R,bad,3,c1v1-measured-k8s26980-b10-R-bad-a3,c1v1-k8s26980-b10
703,B,10,5,k8s26980,3,L,bad,1,c1v1-measured-k8s26980-b10-L-bad-a1,c1v1-k8s26980-b10
704,B,10,5,k8s26980,3,L,bad,2,c1v1-measured-k8s26980-b10-L-bad-a2,c1v1-k8s26980-b10
705,B,10,5,k8s26980,3,L,bad,3,c1v1-measured-k8s26980-b10-L-bad-a3,c1v1-k8s26980-b10
706,B,10,5,k8s26980,4,R,ok,1,c1v1-measured-k8s26980-b10-R-ok-a1,c1v1-k8s26980-b10
707,B,10,5,k8s26980,4,R,ok,2,c1v1-measured-k8s26980-b10-R-ok-a2,c1v1-k8s26980-b10
708,B,10,5,k8s26980,4,R,ok,3,c1v1-measured-k8s26980-b10-R-ok-a3,c1v1-k8s26980-b10
709,B,10,6,etcd7492,1,R,bad,1,c1v1-measured-etcd7492-b10-R-bad-a1,c1v1-etcd7492-b10
710,B,10,6,etcd7492,1,R,bad,2,c1v1-measured-etcd7492-b10-R-bad-a2,c1v1-etcd7492-b10
711,B,10,6,etcd7492,1,R,bad,3,c1v1-measured-etcd7492-b10-R-bad-a3,c1v1-etcd7492-b10
712,B,10,6,etcd7492,2,R,ok,1,c1v1-measured-etcd7492-b10-R-ok-a1,c1v1-etcd7492-b10
713,B,10,6,etcd7492,2,R,ok,2,c1v1-measured-etcd7492-b10-R-ok-a2,c1v1-etcd7492-b10
714,B,10,6,etcd7492,2,R,ok,3,c1v1-measured-etcd7492-b10-R-ok-a3,c1v1-etcd7492-b10
715,B,10,6,etcd7492,3,L,bad,1,c1v1-measured-etcd7492-b10-L-bad-a1,c1v1-etcd7492-b10
716,B,10,6,etcd7492,3,L,bad,2,c1v1-measured-etcd7492-b10-L-bad-a2,c1v1-etcd7492-b10
717,B,10,6,etcd7492,3,L,bad,3,c1v1-measured-etcd7492-b10-L-bad-a3,c1v1-etcd7492-b10
718,B,10,6,etcd7492,4,L,ok,1,c1v1-measured-etcd7492-b10-L-ok-a1,c1v1-etcd7492-b10
719,B,10,6,etcd7492,4,L,ok,2,c1v1-measured-etcd7492-b10-L-ok-a2,c1v1-etcd7492-b10
720,B,10,6,etcd7492,4,L,ok,3,c1v1-measured-etcd7492-b10-L-ok-a3,c1v1-etcd7492-b10
